SKU,USD,EUR,GBP,JPY,CNY,CAD,AUD,INR,KRW,BRL,MXN,CHF,SGD,HKD,AED,SEK
MHVQ4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MHVM4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MHVT4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MHW04,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MHVX4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MHW64,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MHW54,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MHWJ4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MHWH4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MHWG4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MHWF4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MHWE4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MHWD4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MHWC4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MHR24,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MHR34,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MHYY4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MHYX4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGFX4,35,45,35,5980,299,49,59,3900,65000,426,749,35,55,299,159,475
MGFY4,35,45,35,5980,299,49,59,3900,65000,426,749,35,55,299,159,475
MGG04,35,45,35,5980,299,49,59,3900,65000,426,749,35,55,299,159,475
MGG14,35,45,35,5980,299,49,59,3900,65000,426,749,35,55,299,159,475
MGG24,35,45,35,5980,299,49,59,3900,65000,426,749,35,55,299,159,475
MGYX4,269,329,269,46800,2199,379,449,26900,419000,2999,6499,269,399,2099,1099,3295
MGYY4,319,349,299,49800,2399,399,499,29900,449000,3299,6999,299,449,2299,1199,3895
MGTL4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGY64,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGTM4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGY54,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGTN4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGY84,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGTP4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGY74,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGY94,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGTR4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGYA4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGTQ4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGH64,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGH84,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGH94,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGH74,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGHA4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGYW4,39,45,39,6480,329,55,65,3900,59000,449,899,39,59,299,169,495
MGK34,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGK44,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGK54,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGK24,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGJT4,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGJW4,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGJV4,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGJU4,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGKE4,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGKF4,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGKG4,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGKC4,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGJD4,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGJG4,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGJF4,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGJE4,45,55,45,6980,399,59,69,4500,64900,399,999,45,59,349,179,595
MGEV4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGEW4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGF04,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGEX4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGF14,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGFK4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGFJ4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGFE4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGFH4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGFG4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGFF4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGFM4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGFN4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGFP4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGFL4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGFQ4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGFR4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGK14,79,89,79,12800,749,115,129,7900,109000,849,1599,79,109,649,329,995
MGJY4,79,89,79,12800,749,115,129,7900,109000,849,1599,79,109,649,329,995
MGK04,79,89,79,12800,749,115,129,7900,109000,849,1599,79,109,649,329,995
MGJX4,79,89,79,12800,749,115,129,7900,109000,849,1599,79,109,649,329,995
MGJM4,79,89,79,12800,749,115,129,7900,109000,849,1599,79,109,649,329,995
MGJP4,79,89,79,12800,749,115,129,7900,109000,849,1599,79,109,649,329,995
MGJN4,79,89,79,12800,749,115,129,7900,109000,849,1599,79,109,649,329,995
MGJQ4,79,89,79,12800,749,115,129,7900,109000,849,1599,79,109,649,329,995
MGJC4,79,89,79,12800,749,115,129,7900,109000,849,1599,79,109,649,329,995
MGJ94,79,89,79,12800,749,115,129,7900,109000,849,1599,79,109,649,329,995
MGJA4,79,89,79,12800,749,115,129,7900,109000,849,1599,79,109,649,329,995
MGJ84,79,89,79,12800,749,115,129,7900,109000,849,1599,79,109,649,329,995
MGH34,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGH24,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGFT4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGF24,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MGFW4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MH024,39,45,39,6480,329,55,65,3900,59000,449,899,39,59,299,169,495
MH044,39,45,39,6480,329,55,65,3900,59000,449,899,39,59,299,169,495
MH014,39,45,39,6480,329,55,65,3900,59000,449,899,39,59,299,169,495
MH004,39,45,39,6480,329,55,65,3900,59000,449,899,39,59,299,169,495
MGF44,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGF54,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGF64,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGF74,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGF34,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGF84,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGFD4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGFC4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGFA4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGF94,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGGE4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGGH4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGGG4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGGJ4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGGN4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGGD4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGGK4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGGF4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGGM4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MGGL4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MDEJ4,79,89,79,13800,599,99,129,8500,119000,899,1799,79,119,599,339,995
MDEN4,79,89,79,13800,599,99,129,8500,119000,899,1799,79,119,599,339,995
MDEP4,79,89,79,13800,599,99,129,8500,119000,899,1799,79,119,599,339,995
MDEQ4,79,89,79,13800,599,99,129,8500,119000,899,1799,79,119,599,339,995
MDFV4,269,329,269,46800,2199,379,449,26900,419000,2999,6499,269,399,2099,1099,3295
MDFW4,319,349,299,49800,2399,399,499,29900,449000,3299,6999,299,449,2299,1199,3895
MDGQ4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDGM4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDGP4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDGN4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDGV4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDGR4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDGU4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDGT4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDH04,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDGW4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDGY4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDGX4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDFY4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDG04,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDFX4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MDG14,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MD3W4,39,45,39,6480,329,55,65,3900,59000,449,899,39,59,299,169,495
MD3Q4,39,45,39,6480,329,55,65,3900,59000,449,899,39,59,299,169,495
MD3X4,39,45,39,6480,329,55,65,3900,59000,449,899,39,59,299,169,495
MD3P4,39,45,39,6480,329,55,65,3900,59000,449,899,39,59,299,169,495
MD3N4,39,45,39,6480,329,55,65,3900,59000,449,899,39,59,299,169,495
MDTN4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MDTM4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MDTL4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MDTK4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MDTG4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MDTE4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MDTD4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MDTC4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MM6L3,59,69,59,7480,,,,,,,,,,,,
MC2Q4,59,69,59,9800,449,75,95,6500,89000,649,1299,59,89,449,249,695
MC2T4,59,69,59,9800,449,75,95,6500,89000,649,1299,59,89,449,249,695
MC2U4,59,69,59,9800,449,75,95,6500,89000,649,1299,59,89,449,249,695
MC2V4,59,69,59,9800,449,75,95,6500,89000,649,1299,59,89,449,249,695
MA7U4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MA7V4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYT3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYU3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYV3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYW3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYX3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYY3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MA7F4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MCFQ4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MCFR4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MCFT4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MCFU4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MYYJ3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYK3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYL3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYM3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYN3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYP3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYQ3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYR3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MA7E4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MCFL4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MCFM4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MCFN4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MCFP4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MYY93,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYA3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYC3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYD3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYE3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYF3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYG3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYYH3,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MA7D4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MCFG4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MCFH4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MCFJ4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MCFK4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MYY13,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYY23,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYY33,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYY43,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYY53,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYY63,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYY73,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MYY83,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MA6A4,49,59,49,7980,399,69,79,4900,75000,569,1099,49,75,369,219,695
MCFC4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MCFD4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MCFE4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MCFF4,49,59,49,7980,449,69,79,4900,75000,569,1099,49,75,369,219,695
MA6W4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MA6X4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MA6Y4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MA7A4,59,69,59,9980,479,79,99,5900,89000,719,1399,59,89,449,269,795
MA7G4,35,45,35,5980,299,49,59,3900,65000,426,749,35,55,299,159,475
MA7H4,35,45,35,5980,299,49,59,3900,65000,426,749,35,55,299,159,475
MA7J4,35,45,35,5980,299,49,59,3900,65000,426,749,35,55,299,159,475
MA7K4,35,45,35,5980,299,49,59,3900,65000,426,749,35,55,299,159,475
MA7L4,35,45,35,5980,299,49,59,3900,65000,426,749,35,55,299,159,475
MWK23,99,119,99,17800,749,125,159,10900,149000,1099,2299,99,149,749,419,1295
MWK33,99,119,99,17800,749,125,159,10900,149000,1099,2299,99,149,749,419,1295
MWK43,99,119,99,17800,749,125,159,10900,149000,1099,2299,99,149,749,419,1295
MW973,79,89,79,13800,599,99,129,8500,119000,899,1799,79,119,599,339,995
MW983,79,89,79,13800,599,99,129,8500,119000,899,1799,79,119,599,339,995
MW993,79,89,79,13800,599,99,129,8500,119000,899,1799,79,119,599,339,995
MWK93,99,119,99,17800,799,125,159,10900,149000,1099,2299,99,149,749,419,1295
MWKA3,99,119,99,17800,799,125,159,10900,149000,1099,2299,99,149,749,419,1295
MWKC3,99,119,99,17800,799,125,159,10900,149000,1099,2299,99,149,749,419,1295
MWKD3,99,119,99,17800,799,125,159,10900,149000,1099,2299,99,149,749,419,1295
MWK53,79,89,79,13800,599,99,129,8500,119000,899,1799,79,119,599,339,995
MWK63,79,89,79,13800,599,99,129,8500,119000,899,1799,79,119,599,339,995
MWK73,79,89,79,13800,599,99,129,8500,119000,899,1799,79,119,599,339,995
MWK83,79,89,79,13800,599,99,129,8500,119000,899,1799,79,119,599,339,995
MJM53,79,89,79,9350,,105,,,,949,,,,599,,995
MH073,79,89,79,9350,,105,,,,949,,,,599,,995
MWR03,299,349,299,49800,2399,399,499,29900,449000,3299,6999,299,449,2299,1199,3795
MWR23,299,349,299,49800,2399,399,499,29900,449000,3299,6999,299,449,2299,1199,3795
MWR43,349,399,349,59800,2799,449,579,33900,519000,3799,7999,349,529,2699,1399,4295
MWR53,349,399,349,59800,2799,449,579,33900,519000,3799,7999,349,529,2699,1399,4295
MWNN3,49,59,49,7980,399,69,,4900,,569,1099,49,,369,219,695
MWNP3,49,59,49,7980,399,69,,4900,,569,1099,49,,369,219,695
MWNQ3,49,59,49,7980,399,69,,4900,,569,1099,49,,369,219,695
MWNR3,49,59,49,7980,399,69,,4900,,569,1099,49,,369,219,695
MWNJ3,49,59,49,7980,399,,,,,,,,,,,
MWNK3,49,59,49,7980,399,,,,,,,,,,,
MWNL3,49,59,49,7980,399,,,,,,,,,,,
MWNM3,49,59,49,7980,399,,,,,,,,,,,
MWNE3,49,59,49,7980,399,,,,,,,,,,,
MWNF3,49,59,49,7980,399,,,,,,,,,,,
MWNG3,49,59,49,7980,399,,,,,,,,,,,
MWNH3,49,59,49,7980,399,,,,,,,,,,,
MWN93,49,59,49,7980,399,,,,,,,,,,,
MWNA3,49,59,49,7980,399,,,,,,,,,,,
MWNC3,49,59,49,7980,399,,,,,,,,,,,
MWND3,49,59,49,7980,399,,,,,,,,,,,
